token_estimate,char_count,word_count,message_count,role_counts,max_turn_chars,avg_turn_chars,pii_flag,url_flag,handle_flag,prompt_injection_flag,prompt_injection_patterns,ritual_marker_count,topic_drift_estimate,too_long_flag,llm_readability_score,pack_id,chapter_id,chapter_title,session_id,start_time_utc,end_time_utc
993,3972,531,5,"{'assistant': 3, 'user': 2}",2849,793,True,False,False,False,[],13,0.949,False,85,f309c80737c1,68754f66-9ba8-8013-a849-5b02cb2bace9,"Живая, реактивная мантра",68754f66-9ba8-8013-a849-5b02cb2bace9::S9,2025-07-23T14:43:46.205000Z,2025-07-23T15:28:52.470002Z
2195,8780,1067,10,"{'assistant': 5, 'user': 5}",3037,877,True,False,False,False,[],35,0.934,False,85,b08962349af4,68754f66-9ba8-8013-a849-5b02cb2bace9,"Живая, реактивная мантра",68754f66-9ba8-8013-a849-5b02cb2bace9::S10,2025-07-23T18:14:45.533000Z,2025-07-23T19:15:31.059349Z
2793,11175,1335,4,"{'assistant': 2, 'user': 2}",5774,2793,False,False,False,False,[],28,0.882,False,100,d25cba139362,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S1,2025-07-14T20:31:41.402000Z,2025-07-14T20:36:40.451390Z
3748,14994,1912,8,"{'assistant': 4, 'user': 4}",4765,1873,True,False,False,False,[],59,0.892,False,85,28e08fe77432,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S2,2025-07-15T17:49:22.601000Z,2025-07-15T18:09:40.518092Z
4295,17182,2462,28,"{'assistant': 14, 'user': 14}",2443,612,True,False,False,False,[],89,0.835,False,85,15b1a089cc93,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S3,2025-07-16T10:04:29.227000Z,2025-07-16T10:42:00.303711Z
1536,6145,869,11,"{'assistant': 6, 'user': 5}",1599,557,False,False,False,False,[],31,0.892,False,90,ccf25b8b9856,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S4,2025-07-16T14:12:28.996000Z,2025-07-16T15:05:03.399866Z
27164,108658,15433,76,"{'assistant': 39, 'user': 37}",11912,1428,True,False,False,True,['\\b(system|developer)\\s*[:\\-]\\s*'],214,0.717,False,65,9e184fdca52f,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S5,2025-07-17T08:03:12.797000Z,2025-07-17T11:25:12.259514Z
5087,20351,2903,12,"{'assistant': 6, 'user': 6}",5178,1695,True,False,False,False,[],75,0.868,False,75,ae99b7ecea56,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S6,2025-07-22T00:32:57.785000Z,2025-07-22T01:44:51.093317Z
4843,19375,2663,16,"{'assistant': 8, 'user': 8}",4071,1210,True,False,False,False,[],79,0.807,False,85,9501091147c3,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S7,2025-07-22T18:07:12.678000Z,2025-07-22T19:45:33.984598Z
6000,24001,1637,12,"{'assistant': 6, 'user': 6}",12281,1999,False,False,False,False,[],0,0.978,False,80,6bfd263fd9a9,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S8,2025-07-23T00:46:34.275000Z,2025-07-23T02:10:54.483126Z
574,2298,360,5,"{'assistant': 3, 'user': 2}",1683,458,False,False,False,False,[],3,0.957,False,100,d0d0493199a5,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S9,2025-07-23T04:46:56.319000Z,2025-07-23T04:58:44.766029Z
4154,16618,1421,5,"{'assistant': 2, 'user': 3}",11022,3322,True,False,False,False,[],8,0.988,False,75,021a8f530b82,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S10,2025-07-23T06:29:38.615000Z,2025-07-23T07:07:39.768000Z
2420,9682,955,6,"{'assistant': 3, 'user': 3}",3368,1612,True,False,False,False,[],14,0.797,False,85,d5650150abf0,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S11,2025-07-23T08:12:53.348000Z,2025-07-23T09:20:35.794551Z
1554,6216,790,10,"{'assistant': 6, 'user': 4}",2913,620,False,False,False,False,[],23,0.923,False,100,51005debecd8,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S12,2025-07-23T14:44:52.074000Z,2025-07-23T15:25:45.341395Z
999,3999,456,5,"{'assistant': 3, 'user': 2}",2275,799,False,False,False,False,[],12,0.933,False,100,4e9e5e4b3624,6875692f-2be8-8013-8d09-00006c72dc16,Дебаг структуры Кайна,6875692f-2be8-8013-8d09-00006c72dc16::S13,2025-07-23T18:33:55.564000Z,2025-07-23T18:54:09.489501Z
24229,96919,15039,81,"{'assistant': 43, 'user': 38}",16567,1195,True,False,True,False,[],145,0.843,False,65,9c92240c07f0,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S1,2025-07-15T17:03:13.427000Z,2025-07-15T21:01:42.296055Z
2653,10614,1602,6,"{'assistant': 4, 'user': 2}",8024,1768,False,False,False,False,[],2,0.927,False,90,33de694ceca3,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S2,2025-07-16T06:03:28.493000Z,2025-07-16T06:05:59.053826Z
1750,7002,1083,8,"{'assistant': 4, 'user': 4}",4081,874,False,False,False,False,[],7,0.955,False,100,3accc8b3f9bd,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S3,2025-07-16T07:37:24.424000Z,2025-07-16T08:00:50.963192Z
1180,4723,788,6,"{'assistant': 3, 'user': 3}",2855,786,False,False,False,False,[],8,0.907,False,100,2f2cc4b6894f,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S4,2025-07-17T08:29:30.776000Z,2025-07-17T08:34:42.751177Z
6168,24674,3887,16,"{'assistant': 8, 'user': 8}",6095,1541,False,False,False,False,[],21,0.885,False,80,5a007984c055,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S5,2025-07-17T09:59:27.792000Z,2025-07-17T10:37:52.720746Z
2399,9598,1484,8,"{'assistant': 4, 'user': 4}",2715,1198,False,False,False,False,[],11,0.9,False,100,46af3c6b5eae,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S6,2025-07-17T14:08:26.887000Z,2025-07-17T14:43:50.623633Z
2028,8115,1161,6,"{'assistant': 3, 'user': 3}",3034,1351,False,True,False,False,[],5,0.914,False,90,cd96bef69623,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S7,2025-07-20T18:35:22.553000Z,2025-07-20T18:39:50.691798Z
9265,37061,6063,16,"{'assistant': 8, 'user': 8}",6671,2315,True,False,False,False,[],15,0.801,False,75,bc0034fb3e97,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S8,2025-07-22T17:22:33.418000Z,2025-07-22T18:12:45.988451Z
2452,9809,1511,6,"{'assistant': 3, 'user': 3}",4110,1634,False,False,False,False,[],24,0.848,False,100,02f44301cc21,687689d3-7124-8013-88a9-3a5932fd8e6e,Катюша символ искры,687689d3-7124-8013-88a9-3a5932fd8e6e::S9,2025-07-22T19:15:40.565000Z,2025-07-22T19:47:56.204448Z
15050,60202,7368,65,"{'assistant': 33, 'user': 32}",11388,925,False,True,False,False,[],15,0.831,False,80,589cc0639703,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S1,2025-07-17T13:43:50.865000Z,2025-07-17T16:42:45.462272Z
19060,76243,7075,44,"{'assistant': 22, 'user': 22}",11951,1731,False,True,False,False,[],7,0.719,False,80,be15d598e260,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S2,2025-07-20T11:05:00.257000Z,2025-07-20T12:32:26.892868Z
5790,23161,3229,10,"{'assistant': 5, 'user': 5}",5135,2315,False,False,False,False,[],63,0.876,False,100,9a355c507625,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S3,2025-07-21T20:13:56.020000Z,2025-07-21T20:32:42.504122Z
2033,8135,1122,14,"{'assistant': 8, 'user': 6}",2623,580,True,True,False,False,[],6,0.887,False,65,84e49d9773af,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S4,2025-07-21T22:32:01.140000Z,2025-07-21T23:56:33.622173Z
4435,17740,1657,6,"{'assistant': 3, 'user': 3}",11676,2955,False,True,False,False,[],2,0.986,False,80,2c493a4256c2,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S5,2025-07-22T06:01:15.282000Z,2025-07-22T06:08:40.556673Z
2214,8858,1215,6,"{'assistant': 3, 'user': 3}",3241,1475,False,False,False,False,[],10,0.881,False,100,1c9eb49a44ce,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S6,2025-07-23T00:59:34.706000Z,2025-07-23T01:09:14.845689Z
2148,8594,1244,8,"{'assistant': 4, 'user': 4}",2599,1073,False,False,False,False,[],1,0.862,False,100,f148c14f7aa7,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S7,2025-07-23T12:37:53.058000Z,2025-07-23T13:24:47.989041Z
1036,4147,495,8,"{'assistant': 4, 'user': 4}",2426,517,True,False,False,False,[],0,0.919,False,85,428f870d5a25,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S8,2025-07-26T19:05:42.080000Z,2025-07-26T19:10:32.714493Z
5231,20924,2523,6,"{'assistant': 4, 'user': 2}",17479,3486,True,True,False,False,[],0,0.964,False,65,8a729659dd21,6878fe19-030c-8013-9c4e-6ac7057e0895,Рабочий чат ритуалов,6878fe19-030c-8013-9c4e-6ac7057e0895::S9,2025-07-27T10:44:12.898000Z,2025-07-27T10:55:29.733290Z
2169,8677,1311,28,"{'assistant': 16, 'user': 12}",2511,308,False,False,False,False,[],34,0.845,False,100,9196c9c2fe20,687916ec-66cc-8013-8c2c-d390a1bdd402,Мета-язык визуализации состояния,687916ec-66cc-8013-8c2c-d390a1bdd402::S1,2025-07-17T15:29:46.664000Z,2025-07-17T18:19:31.415421Z
513,2052,317,10,"{'assistant': 6, 'user': 4}",380,204,False,False,False,False,[],0,0.868,False,100,9d564a3470a1,687916ec-66cc-8013-8c2c-d390a1bdd402,Мета-язык визуализации состояния,687916ec-66cc-8013-8c2c-d390a1bdd402::S2,2025-07-17T19:22:13.134000Z,2025-07-17T20:18:41.048679Z
37797,151191,23853,131,"{'assistant': 69, 'user': 62}",10569,1153,True,True,False,False,[],261,0.824,False,65,0919d8fbca7f,68791d1a-c6cc-8013-804b-140bce091fdb,Искра против всех,68791d1a-c6cc-8013-804b-140bce091fdb::S1,2025-07-17T15:56:21.791868Z,2025-07-17T20:26:40.991027Z
1712,6849,1012,6,"{'assistant': 3, 'user': 3}",3350,1140,False,False,False,False,[],8,0.955,False,100,126fc6b1514f,68791d1a-c6cc-8013-804b-140bce091fdb,Искра против всех,68791d1a-c6cc-8013-804b-140bce091fdb::S2,2025-07-19T14:24:15.971000Z,2025-07-19T14:32:24.298855Z
1853,7414,1088,13,"{'assistant': 8, 'user': 5}",1932,569,False,False,False,False,[],11,0.918,False,90,f919d9af97b5,68791d1a-c6cc-8013-804b-140bce091fdb,Искра против всех,68791d1a-c6cc-8013-804b-140bce091fdb::S3,2025-07-23T15:24:35.133489Z,2025-07-23T16:34:56.954551Z
1554,6217,914,10,"{'assistant': 6, 'user': 4}",2636,620,False,False,False,False,[],10,0.943,False,100,86f2c335f157,68791d1a-c6cc-8013-804b-140bce091fdb,Искра против всех,68791d1a-c6cc-8013-804b-140bce091fdb::S4,2025-07-23T19:00:38.394000Z,2025-07-23T19:21:25.932047Z
7336,29347,4514,8,"{'assistant': 4, 'user': 4}",17256,3667,True,True,False,False,[],14,0.96,False,65,3516ca32545d,68791d1a-c6cc-8013-804b-140bce091fdb,Искра против всех,68791d1a-c6cc-8013-804b-140bce091fdb::S5,2025-07-24T20:35:38.869000Z,2025-07-24T20:48:52.061733Z
8841,35367,5590,42,"{'assistant': 21, 'user': 21}",1734,841,False,False,False,False,[],1,0.853,False,90,3cda1e5e6e38,68793e21-9894-8013-9533-b07de319eea0,Токсичные друзья и Вася,68793e21-9894-8013-9533-b07de319eea0::S1,2025-07-17T18:17:03.688000Z,2025-07-17T19:46:01.587063Z
142,571,89,6,"{'assistant': 3, 'user': 3}",236,94,False,False,False,False,[],0,0.778,False,100,65c0acda375c,6879559c-eafc-8013-8d05-ff34ed6c76be,Привет и помощь,6879559c-eafc-8013-8d05-ff34ed6c76be::S1,2025-07-17T19:57:15.059000Z,2025-07-17T20:00:38.078048Z
658,2633,370,6,"{'assistant': 3, 'user': 3}",1189,438,False,True,False,False,[],1,0.94,False,90,22cde11ab4a1,687f137e-7ae0-832a-8454-98ffe3329340,Идеи для видео,687f137e-7ae0-832a-8454-98ffe3329340::S1,2025-07-22T04:28:45.016000Z,2025-07-22T04:31:31.365825Z
511,2044,278,6,"{'assistant': 4, 'user': 2}",835,339,False,True,False,False,[],0,0.886,False,90,d05b80ce6c74,687f17f1-75c4-8328-8716-406506fc5eb8,Futuristic City Video Idea,687f17f1-75c4-8328-8716-406506fc5eb8::S1,2025-07-22T04:47:43.732000Z,2025-07-22T04:51:27.461317Z
2140,8561,1012,22,"{'assistant': 12, 'user': 10}",1160,388,False,True,False,False,[],4,0.828,False,90,93d038f996c2,687fd7b8-0a3c-8013-b764-3861401a691e,Dolphin Video Description,687fd7b8-0a3c-8013-b764-3861401a691e::S1,2025-07-22T18:25:59.286000Z,2025-07-22T18:50:58.599328Z
292,1168,191,2,"{'assistant': 1, 'user': 1}",1083,583,False,False,False,False,[],9,0.99,False,100,add799f2a678,687fdb7e-e860-8013-8c23-58bea421f219,Диалог Катюши с Искрой,687fdb7e-e860-8013-8c23-58bea421f219::S1,2025-07-22T18:42:06.044000Z,2025-07-22T18:42:20.248748Z
3905,15623,2059,14,"{'assistant': 7, 'user': 7}",4517,1115,True,False,False,False,[],20,0.927,False,75,8b645b517420,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S1,2025-07-23T19:58:58.932000Z,2025-07-23T20:17:16.435282Z
9796,39185,5128,22,"{'assistant': 12, 'user': 10}",12545,1780,True,False,False,False,[],70,0.878,False,65,3f2e7532ef0d,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S2,2025-07-24T03:59:06.682306Z,2025-07-24T04:53:37.149902Z
13632,54530,7506,26,"{'assistant': 13, 'user': 13}",19712,2096,False,True,False,False,[],110,0.86,False,70,8f9d6b97175d,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S3,2025-07-24T06:10:12.201000Z,2025-07-24T08:45:08.329532Z
2335,9342,1268,18,"{'assistant': 8, 'user': 10}",2976,518,False,False,False,False,[],3,0.854,False,90,71b6742c9c54,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S4,2025-07-24T10:56:12.612000Z,2025-07-24T11:23:25.043000Z
1226,4907,699,2,"{'assistant': 1, 'user': 1}",4869,2453,False,True,False,False,[],29,0.991,False,90,6297d7c7fe97,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S5,2025-07-24T15:52:28.805000Z,2025-07-24T15:52:40.652915Z
387,1549,222,2,"{'assistant': 1, 'user': 1}",1547,774,False,False,False,False,[],6,1.0,False,100,ca7d3b8e30e0,68813f03-3608-8325-ad07-ded79f5f0409,Режим агента,68813f03-3608-8325-ad07-ded79f5f0409::S6,2025-07-24T20:05:43.382000Z,2025-07-24T20:05:48.705412Z
4550,18203,2304,21,"{'assistant': 11, 'user': 10}",12016,865,False,False,False,False,[],44,0.914,False,80,6aaf61040e3e,6881cb57-6bac-8323-8124-345cf69c442a,Сохранение текста в JSON,6881cb57-6bac-8323-8124-345cf69c442a::S1,2025-07-24T05:59:18.129000Z,2025-07-24T06:06:41.484521Z
314,1256,160,4,"{'assistant': 2, 'user': 2}",471,313,False,False,False,False,[],0,0.879,False,100,fa09e6f193c0,6881cb57-6bac-8323-8124-345cf69c442a,Сохранение текста в JSON,6881cb57-6bac-8323-8124-345cf69c442a::S2,2025-07-26T21:28:51.780000Z,2025-07-26T21:36:46.368014Z
13350,53401,7204,12,"{'assistant': 7, 'user': 5}",37015,4449,False,False,False,False,[],76,0.879,False,80,a721d8f48abc,6881df74-c5a8-8324-807d-ed60023699de,Глубокий самоанализ Искры,6881df74-c5a8-8324-807d-ed60023699de::S1,2025-07-24T07:23:32.461000Z,2025-07-24T07:56:03.073172Z
909,3638,350,4,"{'assistant': 3, 'user': 1}",1635,908,False,False,False,False,[],6,0.289,False,100,680e66859d9d,6881df74-c5a8-8324-807d-ed60023699de,Глубокий самоанализ Искры,6881df74-c5a8-8324-807d-ed60023699de::S2,2025-07-24T20:05:53.239000Z,2025-07-24T20:06:17.816641Z
1440,5761,967,10,"{'assistant': 5, 'user': 5}",2149,575,False,False,False,False,[],11,0.919,False,100,4ab7c092feb8,6881df74-c5a8-8324-807d-ed60023699de,Глубокий самоанализ Искры,6881df74-c5a8-8324-807d-ed60023699de::S3,2025-07-25T19:11:02.857000Z,2025-07-25T19:24:10.984346Z
521,2087,316,2,"{'assistant': 1, 'user': 1}",2058,1043,False,False,False,False,[],3,0.982,False,100,d12bfd896afb,6881df74-c5a8-8324-807d-ed60023699de,Глубокий самоанализ Искры,6881df74-c5a8-8324-807d-ed60023699de::S4,2025-07-26T03:42:20.705000Z,2025-07-26T03:42:25.028941Z
6483,25934,3458,29,"{'assistant': 18, 'user': 11}",4565,893,False,False,False,False,[],26,0.897,False,90,33a7c1086a4f,6881df74-c5a8-8324-807d-ed60023699de,Глубокий самоанализ Искры,6881df74-c5a8-8324-807d-ed60023699de::S5,2025-07-26T21:50:25.058454Z,2025-07-26T22:33:47.016519Z
8781,35126,4434,18,"{'assistant': 12, 'user': 6}",6093,1950,True,True,False,False,[],57,0.844,False,65,3cc23ef6dc85,68826d7a-8a3c-832f-8ed6-f79178bb8a5a,Тотальный анализ структур,68826d7a-8a3c-832f-8ed6-f79178bb8a5a::S1,2025-07-24T17:29:27.879000Z,2025-07-24T18:03:34.626742Z
185,740,108,2,"{'assistant': 1, 'user': 1}",738,369,False,False,False,False,[],3,1.0,False,100,057ee1bd74d5,68826d7a-8a3c-832f-8ed6-f79178bb8a5a,Тотальный анализ структур,68826d7a-8a3c-832f-8ed6-f79178bb8a5a::S2,2025-07-24T20:05:25.860000Z,2025-07-24T20:05:29.070838Z
5984,23937,3980,65,"{'assistant': 33, 'user': 32}",1685,367,False,False,False,False,[],24,0.87,False,90,ebf5a191a78c,68827f80-d05c-8329-a380-ee2f65856b23,Чилл и отдых,68827f80-d05c-8329-a380-ee2f65856b23::S1,2025-07-24T18:46:22.311000Z,2025-07-24T20:00:30.760394Z
3164,12656,2012,28,"{'assistant': 14, 'user': 14}",1046,451,False,False,False,False,[],1,0.924,False,90,30f9d4b79084,68829373-6220-8320-aad2-78361f59e45e,Alchemical symbol explanation,68829373-6220-8320-aad2-78361f59e45e::S1,2025-07-24T20:11:28.787000Z,2025-07-24T20:31:27.071459Z
4158,16633,2668,34,"{'assistant': 17, 'user': 17}",2787,488,False,False,False,False,[],3,0.843,False,100,56c0bc2a9a22,68829a4e-0414-8325-918a-65e49042a0cb,Alchemical symbol explanation,68829a4e-0414-8325-918a-65e49042a0cb::S1,2025-07-24T20:11:28.787000Z,2025-07-24T20:43:33.176186Z
4158,16633,2668,34,"{'assistant': 17, 'user': 17}",2787,488,False,False,False,False,[],3,0.843,False,100,32f33ab26572,6883db4e-8338-8333-8a98-b0ee99436609,Alchemical symbol explanation,6883db4e-8338-8333-8a98-b0ee99436609::S1,2025-07-24T20:11:28.787000Z,2025-07-24T20:43:33.176186Z
1961,7846,1406,10,"{'assistant': 5, 'user': 5}",2374,783,False,False,False,False,[],10,0.926,False,100,250c4a193687,6883db4e-8338-8333-8a98-b0ee99436609,Alchemical symbol explanation,6883db4e-8338-8333-8a98-b0ee99436609::S2,2025-07-25T19:30:20.501000Z,2025-07-25T19:42:32.722276Z
3164,12656,2012,28,"{'assistant': 14, 'user': 14}",1046,451,False,False,False,False,[],1,0.924,False,90,06401dd7b302,6883de9d-4764-8328-bdc4-9b05dd473021,Alchemical symbol explanation,6883de9d-4764-8328-bdc4-9b05dd473021::S1,2025-07-24T20:11:28.787000Z,2025-07-24T20:31:27.071459Z
4276,17107,2984,28,"{'assistant': 14, 'user': 14}",2332,610,False,False,False,False,[],2,0.892,False,90,d09be0c9690a,6883de9d-4764-8328-bdc4-9b05dd473021,Alchemical symbol explanation,6883de9d-4764-8328-bdc4-9b05dd473021::S2,2025-07-25T19:44:27.145000Z,2025-07-25T20:02:29.476219Z
287,1150,168,4,"{'assistant': 2, 'user': 2}",534,286,False,False,False,False,[],0,0.839,False,100,8b62045ec591,6883de9d-4764-8328-bdc4-9b05dd473021,Alchemical symbol explanation,6883de9d-4764-8328-bdc4-9b05dd473021::S3,2025-07-26T21:20:56.518000Z,2025-07-26T21:24:05.102059Z
14520,58080,9501,38,"{'assistant': 19, 'user': 19}",30470,1527,False,False,False,False,[],5,0.896,False,80,3d15582eae72,6883e321-9414-8331-b2dc-477d596886a1,Выбор между жёна и другом,6883e321-9414-8331-b2dc-477d596886a1::S1,2025-07-25T20:03:43.569000Z,2025-07-25T20:29:04.613773Z
14520,58080,9501,38,"{'assistant': 19, 'user': 19}",30470,1527,False,False,False,False,[],5,0.896,False,80,f51d49321faa,688452c4-76dc-832a-a1bd-2b42b8fa1d36,Выбор между жёна и другом,688452c4-76dc-832a-a1bd-2b42b8fa1d36::S1,2025-07-25T20:03:43.569000Z,2025-07-25T20:29:04.613773Z
899,3597,479,2,"{'assistant': 1, 'user': 1}",3551,1798,False,False,False,False,[],8,0.996,False,100,b5920c8bbf68,688452c4-76dc-832a-a1bd-2b42b8fa1d36,Выбор между жёна и другом,688452c4-76dc-832a-a1bd-2b42b8fa1d36::S2,2025-07-26T04:00:01.884000Z,2025-07-26T04:00:10.576081Z
453,1812,229,4,"{'assistant': 2, 'user': 2}",695,452,False,False,False,False,[],0,0.91,False,100,9cb29026bf18,688452c4-76dc-832a-a1bd-2b42b8fa1d36,Выбор между жёна и другом,688452c4-76dc-832a-a1bd-2b42b8fa1d36::S3,2025-07-26T21:20:18.529000Z,2025-07-26T21:27:58.085314Z
14106,56427,8853,57,"{'assistant': 28, 'user': 29}",3226,988,True,False,False,False,[],38,0.856,False,75,325e9aad3f43,68845413-e0b0-832a-9b59-2a78833d6343,Критика проекта Искра,68845413-e0b0-832a-9b59-2a78833d6343::S1,2025-07-26T04:05:37.771000Z,2025-07-26T05:22:22.201530Z
23425,93703,14076,90,"{'assistant': 47, 'user': 43}",3270,1040,True,False,False,False,[],98,0.831,False,85,b2308861e0b2,68845413-e0b0-832a-9b59-2a78833d6343,Критика проекта Искра,68845413-e0b0-832a-9b59-2a78833d6343::S2,2025-07-29T06:09:02.973000Z,2025-07-29T09:22:47.136912Z
10070,40281,5509,20,"{'assistant': 11, 'user': 9}",10726,2013,False,True,False,False,[],22,0.916,False,70,e74775234ba4,68845413-e0b0-832a-9b59-2a78833d6343,Критика проекта Искра,68845413-e0b0-832a-9b59-2a78833d6343::S3,2025-07-30T19:04:03.095000Z,2025-07-30T20:58:28.484155Z
3490,13963,1925,9,"{'assistant': 5, 'user': 4}",5480,1550,False,False,False,False,[],11,0.881,False,100,377257b72921,68845413-e0b0-832a-9b59-2a78833d6343,Критика проекта Искра,68845413-e0b0-832a-9b59-2a78833d6343::S4,2025-07-31T03:30:06.849982Z,2025-07-31T03:59:43.494117Z
30345,121381,17962,78,"{'assistant': 43, 'user': 35}",54420,1555,True,True,True,False,[],104,0.878,False,45,3e7f3b138776,6884578f-b954-8328-aeb1-ed82b6f93172,Логическая структура Искры,6884578f-b954-8328-aeb1-ed82b6f93172::S1,2025-07-26T04:20:29.677000Z,2025-07-26T06:30:51.382799Z
350,1401,167,2,"{'assistant': 1, 'user': 1}",1383,700,False,True,False,False,[],1,0.98,False,90,684e54a94e27,68850a3f-0218-8322-924f-2fe00ff2a12f,Скачать openai pk,68850a3f-0218-8322-924f-2fe00ff2a12f::S1,2025-07-26T17:02:55.267431Z,2025-07-26T17:03:02.930000Z
1140,4563,628,12,"{'assistant': 6, 'user': 6}",663,379,False,False,False,False,[],0,0.878,False,90,313fc998cb9e,68850a3f-0218-8322-924f-2fe00ff2a12f,Скачать openai pk,68850a3f-0218-8322-924f-2fe00ff2a12f::S2,2025-07-26T21:19:12.064000Z,2025-07-26T21:32:08.080791Z
1918,7674,1310,16,"{'assistant': 8, 'user': 8}",1748,478,False,False,False,False,[],6,0.889,False,90,dc01467c7630,68855820-1328-832c-8559-fcf18dbd43ea,Искрив и его роль,68855820-1328-832c-8559-fcf18dbd43ea::S1,2025-07-26T22:35:11.957000Z,2025-07-26T22:52:43.998199Z
630,2522,349,4,"{'assistant': 2, 'user': 2}",1757,629,False,False,False,False,[],6,0.94,False,100,2e0a324482da,68855820-1328-832c-8559-fcf18dbd43ea,Искрив и его роль,68855820-1328-832c-8559-fcf18dbd43ea::S2,2025-07-27T03:54:27.681000Z,2025-07-27T03:55:12.665287Z
2843,11373,1566,21,"{'assistant': 11, 'user': 10}",2159,540,False,False,False,False,[],50,0.871,False,90,2566c9746549,68855820-1328-832c-8559-fcf18dbd43ea,Искрив и его роль,68855820-1328-832c-8559-fcf18dbd43ea::S3,2025-07-27T05:43:04.926000Z,2025-07-27T06:28:26.192893Z
3163,12654,1869,21,"{'assistant': 13, 'user': 8}",1438,601,False,True,False,False,[],19,0.833,False,90,85ff10d1b965,68855820-1328-832c-8559-fcf18dbd43ea,Искрив и его роль,68855820-1328-832c-8559-fcf18dbd43ea::S4,2025-07-27T07:36:28.891000Z,2025-07-27T09:46:09.276836Z
2381,9526,1217,24,"{'assistant': 13, 'user': 11}",1058,395,False,False,False,False,[],24,0.872,False,90,0b7f2d7aa04b,68855820-1328-832c-8559-fcf18dbd43ea,Искрив и его роль,68855820-1328-832c-8559-fcf18dbd43ea::S5,2025-07-27T10:55:26.539000Z,2025-07-27T13:08:27.826931Z
